ano,mes,dia,hora,Dia_semana,QTD_Tags,R$_Tags
2017,6,29,8,3,364,427.2100
2017,6,29,9,3,520,484.9000
2017,6,29,10,3,317,320.3500
2017,6,29,11,3,532,453.7500
2017,6,29,12,3,479,374.3900
2017,6,29,13,3,703,684.0900
2017,6,29,14,3,707,676.5200
2017,6,29,15,3,670,629.2700
2017,6,29,16,3,611,469.6200
2017,6,29,17,3,426,241.6400
2017,6,30,6,4,2,5.8500
2017,6,30,7,4,51,107.7500
2017,6,30,8,4,330,386.8400
2017,6,30,9,4,222,316.6000
2017,6,30,10,4,232,263.0500
2017,6,30,11,4,369,337.7200
2017,6,30,12,4,548,513.8900
2017,6,30,13,4,733,734.2800
2017,6,30,14,4,692,718.2100
2017,6,30,15,4,724,622.1100
2017,6,30,16,4,646,484.9500
2017,6,30,17,4,462,280.9700
2017,7,1,4,5,1,3.0000
2017,7,1,5,5,1,0.3400
2017,7,1,6,5,5,8.0400
2017,7,1,7,5,35,111.3800
2017,7,1,8,5,369,439.2600
2017,7,1,9,5,524,557.0600
2017,7,1,10,5,713,633.9800
2017,7,1,11,5,609,384.3800
2017,7,3,6,0,4,17.8800
2017,7,3,7,0,46,88.8900
2017,7,3,8,0,367,371.4900
2017,7,3,9,0,548,602.4500
2017,7,3,10,0,449,476.6900
2017,7,3,11,0,555,494.8900
2017,7,3,12,0,510,475.8500
2017,7,3,13,0,720,757.3000
2017,7,3,14,0,572,663.8600
2017,7,3,15,0,514,502.3200
2017,7,3,16,0,616,467.6100
2017,7,3,17,0,420,219.5300
2017,7,4,6,1,3,22.7100
2017,7,4,7,1,48,101.8000
2017,7,4,8,1,343,433.4200
2017,7,4,9,1,525,593.6900
2017,7,4,10,1,506,508.5200
2017,7,4,11,1,534,484.0900
2017,7,4,12,1,498,471.1700
2017,7,4,13,1,793,880.5600
2017,7,4,14,1,819,822.9900
2017,7,4,15,1,740,654.2600
2017,7,4,16,1,662,489.0800
2017,7,4,17,1,377,214.6500
2017,7,5,5,2,1,4.5700
2017,7,5,7,2,56,94.1300
2017,7,5,8,2,380,374.1200
2017,7,5,9,2,246,315.3000
2017,7,5,10,2,168,216.9800
2017,7,5,11,2,357,306.8700
2017,7,5,12,2,507,464.1300
2017,7,5,13,2,570,652.0200
2017,7,5,14,2,470,569.0800
2017,7,5,15,2,635,611.3800
2017,7,5,16,2,504,395.5300
2017,7,5,17,2,403,219.9400
2017,7,6,6,3,2,2.8500
2017,7,6,7,3,50,99.4000
2017,7,6,8,3,273,379.0500
2017,7,6,9,3,232,271.1200
2017,7,6,10,3,550,532.5400
2017,7,6,11,3,588,520.7900
2017,7,6,12,3,506,470.0600
2017,7,6,13,3,694,700.3800
2017,7,6,14,3,611,689.9100
2017,7,6,15,3,489,506.2400
2017,7,6,16,3,413,320.5800
2017,7,6,17,3,157,100.8300
2017,7,7,0,4,1,2.5100
2017,7,7,6,4,3,11.8500
2017,7,7,7,4,57,101.2700
2017,7,7,8,4,389,445.2500
2017,7,7,9,4,278,274.3400
2017,7,7,10,4,149,174.2000
2017,7,7,11,4,361,392.2200
2017,7,7,12,4,550,521.9700
2017,7,7,13,4,551,643.0100
2017,7,7,14,4,487,617.1200
2017,7,7,15,4,522,587.8900
2017,7,7,16,4,658,564.3300
2017,7,7,17,4,237,150.8800
2017,7,8,4,5,1,1.0000
2017,7,8,6,5,5,14.0000
2017,7,8,7,5,57,160.3000
2017,7,8,8,5,430,582.9600
2017,7,8,9,5,645,746.0300
2017,7,8,10,5,478,525.5600
2017,7,8,11,5,553,389.6700
2017,7,10,2,0,1,3.3400
2017,7,10,5,0,1,2.3400
2017,7,10,6,0,3,13.4100
2017,7,10,7,0,48,69.6000
2017,7,10,8,0,369,397.5600
2017,7,10,9,0,255,318.5000
2017,7,10,10,0,257,344.3200
2017,7,10,11,0,542,587.4300
2017,7,10,12,0,499,515.9100
2017,7,10,13,0,570,701.1500
2017,7,10,14,0,583,806.0500
2017,7,10,15,0,664,706.7000
2017,7,10,16,0,570,451.4800
2017,7,10,17,0,292,176.0900
2017,7,11,6,1,3,7.1900
2017,7,11,7,1,40,88.0400
2017,7,11,8,1,377,428.5500
2017,7,11,9,1,212,255.9700
2017,7,11,10,1,218,284.4100
2017,7,11,11,1,529,517.8600
2017,7,11,12,1,461,429.1000
2017,7,11,13,1,617,683.3600
2017,7,11,14,1,683,753.1700
2017,7,11,15,1,674,642.5200
2017,7,11,16,1,538,437.6500
2017,7,11,17,1,213,131.8600
2017,7,12,6,2,6,17.4400
2017,7,12,7,2,70,147.9100
2017,7,12,8,2,424,467.9200
2017,7,12,9,2,554,604.5500
2017,7,12,10,2,358,441.3400
2017,7,12,11,2,408,416.7200
2017,7,12,12,2,467,459.7000
2017,7,12,13,2,615,716.5200
2017,7,12,14,2,623,713.5700
2017,7,12,15,2,563,561.8400
2017,7,12,16,2,528,458.0000
2017,7,12,17,2,460,268.8600
2017,7,13,6,3,6,20.2900
2017,7,13,7,3,40,74.2700
2017,7,13,8,3,383,474.9700
2017,7,13,9,3,608,626.2200
2017,7,13,10,3,378,422.2500
2017,7,13,11,3,407,390.2400
2017,7,13,12,3,411,412.6900
2017,7,13,13,3,559,599.7000
2017,7,13,14,3,627,696.5700
2017,7,13,15,3,543,575.0200
2017,7,13,16,3,458,378.6800
2017,7,13,17,3,211,135.5900
2017,7,14,1,4,1,2.5100
2017,7,14,4,4,1,1.3200
2017,7,14,5,4,1,0.6000
2017,7,14,6,4,12,37.7200
2017,7,14,7,4,42,80.6200
2017,7,14,8,4,326,381.3500
2017,7,14,9,4,336,400.1500
2017,7,14,10,4,292,321.1700
2017,7,14,11,4,462,470.1400
2017,7,14,12,4,436,403.6300
2017,7,14,13,4,578,605.1400
2017,7,14,14,4,628,702.9800
2017,7,14,15,4,590,581.0900
2017,7,14,16,4,582,465.1500
2017,7,14,17,4,245,149.7000
2017,7,15,0,5,1,0.1700
2017,7,15,4,5,3,8.5100
2017,7,15,6,5,2,5.1300
2017,7,15,7,5,28,75.4200
2017,7,15,8,5,378,435.0700
2017,7,15,9,5,639,637.8700
2017,7,15,10,5,740,698.3000
2017,7,15,11,5,565,348.7500
2017,7,16,23,6,1,1.5100
2017,7,17,5,0,2,8.7000
2017,7,17,6,0,6,12.8900
2017,7,17,7,0,38,106.7500
2017,7,17,8,0,375,431.8400
2017,7,17,9,0,594,533.6100
2017,7,17,10,0,508,455.1000
2017,7,17,11,0,503,427.7500
2017,7,17,12,0,533,478.6100
2017,7,17,13,0,693,712.1300
2017,7,17,14,0,618,638.8000
2017,7,17,15,0,500,470.7400
2017,7,17,16,0,466,342.7100
2017,7,17,17,0,262,150.6000
2017,7,18,3,1,1,1.8500
2017,7,18,5,1,1,0.6800
2017,7,18,6,1,6,15.9000
2017,7,18,7,1,37,116.9500
2017,7,18,8,1,276,324.0000
2017,7,18,9,1,472,528.2900
2017,7,18,10,1,555,551.1500
2017,7,18,11,1,485,404.7200
2017,7,18,12,1,392,360.2900
2017,7,18,13,1,264,322.2200
2017,7,18,14,1,303,356.4200
2017,7,18,15,1,356,379.0700
2017,7,18,16,1,443,352.5400
2017,7,18,17,1,431,244.5900
2017,7,19,5,2,2,12.1000
2017,7,19,6,2,3,2.0200
2017,7,19,7,2,37,99.2400
2017,7,19,8,2,298,342.1200
2017,7,19,9,2,598,596.4600
2017,7,19,10,2,580,557.0200
2017,7,19,11,2,556,504.7600
2017,7,19,12,2,443,447.2900
2017,7,19,13,2,582,653.9300
2017,7,19,14,2,539,582.2700
2017,7,19,15,2,536,539.7400
2017,7,19,16,2,468,387.1300
2017,7,19,17,2,377,223.8300
2017,7,20,5,3,1,8.4200
2017,7,20,6,3,2,1.8500
2017,7,20,7,3,38,80.0300
2017,7,20,8,3,332,413.5100
2017,7,20,9,3,573,575.8100
2017,7,20,10,3,506,496.1800
2017,7,20,11,3,471,451.4200
2017,7,20,12,3,463,445.7500
2017,7,20,13,3,589,633.3200
2017,7,20,14,3,653,731.5900
2017,7,20,15,3,661,620.8300
2017,7,20,16,3,612,496.2600
2017,7,20,17,3,302,185.0800
2017,7,21,6,4,4,10.7200
2017,7,21,7,4,39,105.9900
2017,7,21,8,4,291,362.6700
2017,7,21,9,4,559,573.3600
2017,7,21,10,4,433,426.6200
2017,7,21,11,4,472,450.9900
2017,7,21,12,4,432,407.5900
2017,7,21,13,4,497,504.8800
2017,7,21,14,4,515,553.4700
2017,7,21,15,4,380,419.8300
2017,7,21,16,4,411,340.0400
2017,7,21,17,4,338,204.4000
2017,7,22,6,5,3,3.5300
2017,7,22,7,5,37,78.1100
2017,7,22,8,5,300,366.8700
2017,7,22,9,5,612,607.2200
2017,7,22,10,5,594,551.4600
2017,7,22,11,5,525,325.8400
2017,7,24,6,0,2,5.8500
2017,7,24,7,0,45,109.3600
2017,7,24,8,0,282,368.7500
2017,7,24,9,0,417,456.2800
2017,7,24,10,0,363,365.8000
2017,7,24,11,0,408,383.9100
2017,7,24,12,0,414,376.2500
2017,7,24,13,0,518,601.5300
2017,7,24,14,0,456,500.0500
2017,7,24,15,0,378,400.6400
2017,7,24,16,0,372,328.0500
2017,7,24,17,0,314,174.6600
2017,7,25,6,1,3,7.1900
2017,7,25,7,1,44,83.8600
2017,7,25,8,1,360,396.9700
2017,7,25,9,1,508,488.9000
2017,7,25,10,1,473,450.0700
2017,7,25,11,1,395,378.5000
2017,7,25,12,1,364,337.3700
2017,7,25,13,1,542,584.1200
2017,7,25,14,1,589,570.9500
2017,7,25,15,1,602,545.7700
2017,7,25,16,1,607,444.9600
2017,7,25,17,1,372,181.3100
2017,7,26,1,2,1,4.0000
2017,7,26,3,2,1,3.6800
2017,7,26,4,2,1,0.6800
2017,7,26,6,2,2,1.5100
2017,7,26,7,2,51,151.8300
2017,7,26,8,2,335,394.4400
2017,7,26,9,2,390,415.6000
2017,7,26,10,2,385,369.4900
2017,7,26,11,2,398,367.7800
2017,7,26,12,2,422,396.3300
2017,7,26,13,2,637,675.2400
2017,7,26,14,2,677,681.1800
2017,7,26,15,2,646,631.0200
2017,7,26,16,2,652,529.5500
2017,7,26,17,2,483,257.2800
2017,7,27,5,3,1,0.6800
2017,7,27,6,3,4,9.0900
2017,7,27,7,3,51,115.3500
2017,7,27,8,3,344,398.2000
2017,7,27,9,3,573,569.8100
2017,7,27,10,3,659,624.1300
2017,7,27,11,3,552,468.1000
2017,7,27,12,3,403,376.7000
2017,7,27,13,3,682,700.6000
2017,7,27,14,3,658,643.3100
2017,7,27,15,3,612,556.9400
2017,7,27,16,3,598,468.8500
2017,7,27,17,3,498,261.8700
2017,7,28,2,4,1,4.1700
2017,7,28,6,4,3,9.6800
2017,7,28,7,4,43,92.9800
2017,7,28,8,4,366,453.6700
2017,7,28,9,4,665,650.2800
2017,7,28,10,4,646,537.8400
2017,7,28,11,4,574,497.7800
2017,7,28,12,4,502,486.9300
2017,7,28,13,4,677,711.5400
2017,7,28,14,4,696,710.9800
2017,7,28,15,4,685,585.9600
2017,7,28,16,4,644,495.6000
2017,7,28,17,4,501,268.4300
2017,7,29,5,5,1,6.5500
2017,7,29,6,5,2,8.1700
2017,7,29,7,5,36,98.3500
2017,7,29,8,5,393,462.3700
2017,7,29,9,5,693,666.0200
2017,7,29,10,5,698,612.8200
2017,7,29,11,5,592,375.7800
2017,7,31,6,0,6,12.0900
2017,7,31,7,0,39,72.1100
2017,7,31,8,0,369,443.3800
2017,7,31,9,0,706,750.8200
2017,7,31,10,0,651,664.2700
2017,7,31,11,0,578,497.6200
2017,7,31,12,0,436,377.7700
2017,7,31,13,0,697,753.5000
2017,7,31,14,0,734,770.6900
2017,7,31,15,0,697,638.1300
2017,7,31,16,0,643,522.4200
2017,7,31,17,0,550,287.0600
2017,8,1,5,1,1,1.5100
2017,8,1,6,1,3,11.3800
2017,8,1,7,1,52,101.1200
2017,8,1,8,1,433,497.5300
2017,8,1,9,1,570,584.6000
2017,8,1,10,1,634,562.0900
2017,8,1,11,1,535,464.8000
2017,8,1,12,1,466,426.8800
2017,8,1,13,1,620,640.8100
2017,8,1,14,1,548,597.6400
2017,8,1,15,1,591,535.6000
2017,8,1,16,1,632,488.6300
2017,8,1,17,1,516,271.1700
2017,8,2,6,2,7,10.0600
2017,8,2,7,2,57,120.0600
2017,8,2,8,2,379,429.5500
2017,8,2,9,2,591,632.2700
2017,8,2,10,2,588,549.5000
2017,8,2,11,2,585,517.0200
2017,8,2,12,2,482,440.1100
2017,8,2,13,2,699,777.3500
2017,8,2,14,2,597,679.5100
2017,8,2,15,2,520,540.2500
2017,8,2,16,2,520,407.0400
2017,8,2,17,2,363,192.6100
2017,8,3,5,3,2,13.2900
2017,8,3,6,3,6,16.0200
2017,8,3,7,3,55,122.6300
2017,8,3,8,3,409,487.3600
2017,8,3,9,3,691,695.7400
2017,8,3,10,3,648,606.7400
2017,8,3,11,3,614,535.5300
2017,8,3,12,3,460,377.6700
2017,8,3,13,3,676,762.9700
2017,8,3,14,3,634,693.4500
2017,8,3,15,3,625,599.0900
2017,8,3,16,3,596,489.9100
2017,8,3,17,3,424,240.7200
2017,8,4,4,4,1,0.3400
2017,8,4,5,4,2,6.2100
2017,8,4,6,4,6,19.0800
2017,8,4,7,4,43,104.6800
2017,8,4,8,4,379,409.8200
2017,8,4,9,4,641,627.4300
2017,8,4,10,4,579,578.3000
2017,8,4,11,4,630,569.8000
2017,8,4,12,4,521,446.5800
2017,8,4,13,4,665,764.2600
2017,8,4,14,4,607,691.7900
2017,8,4,15,4,582,577.5300
2017,8,4,16,4,643,521.5600
2017,8,4,17,4,573,301.8900
2017,8,5,4,5,1,2.0000
2017,8,5,6,5,2,5.7300
2017,8,5,7,5,41,103.9300
2017,8,5,8,5,413,486.5200
2017,8,5,9,5,791,804.1600
2017,8,5,10,5,784,772.0000
2017,8,5,11,5,597,396.9400
2017,8,7,5,0,2,3.0000
2017,8,7,6,0,4,6.0400
2017,8,7,7,0,46,91.9600
2017,8,7,8,0,422,477.4900
2017,8,7,9,0,541,556.1300
2017,8,7,10,0,408,449.5100
2017,8,7,11,0,491,428.4800
2017,8,7,12,0,467,428.0900
2017,8,7,13,0,460,553.5400
2017,8,7,14,0,477,609.1000
2017,8,7,15,0,570,573.4700
2017,8,7,16,0,702,553.9900
2017,8,7,17,0,548,306.9700
2017,8,8,2,1,1,3.1700
2017,8,8,5,1,2,3.0200
2017,8,8,6,1,7,13.3600
2017,8,8,7,1,45,100.1300
2017,8,8,8,1,375,431.9000
2017,8,8,9,1,567,584.7900
2017,8,8,10,1,532,480.0000
2017,8,8,11,1,148,133.5100
2017,8,8,12,1,145,151.7600
2017,8,8,13,1,373,460.6500
2017,8,8,14,1,306,350.4100
2017,8,8,15,1,393,418.3300
2017,8,8,16,1,458,368.8400
2017,8,8,17,1,420,231.5300
2017,8,9,5,2,1,0.6800
2017,8,9,6,2,3,17.1800
2017,8,9,7,2,43,92.4000
2017,8,9,8,2,392,487.3200
2017,8,9,9,2,448,438.3600
2017,8,9,10,2,358,338.0500
2017,8,9,11,2,475,432.2100
2017,8,9,12,2,458,364.3700
2017,8,9,13,2,645,681.6400
2017,8,9,14,2,450,580.1100
2017,8,9,15,2,551,550.8200
2017,8,9,16,2,620,515.4100
2017,8,9,17,2,511,296.0800
2017,8,10,5,3,1,1.0000
2017,8,10,6,3,1,5.3600
2017,8,10,7,3,36,79.3500
2017,8,10,8,3,396,390.5000
2017,8,10,9,3,189,199.6500
2017,8,10,10,3,168,204.4800
2017,8,10,11,3,406,379.3500
2017,8,10,12,3,450,429.0000
2017,8,10,13,3,635,672.3400
2017,8,10,14,3,624,647.7600
2017,8,10,15,3,484,531.3500
2017,8,10,16,3,485,412.7600
2017,8,10,17,3,403,237.7700
2017,8,11,3,4,1,1.3400
2017,8,11,5,4,1,1.8500
2017,8,11,6,4,3,3.2800
2017,8,11,7,4,50,81.3000
2017,8,11,8,4,434,532.3100
2017,8,11,9,4,590,607.3000
2017,8,11,10,4,589,605.4400
2017,8,11,11,4,484,418.7400
2017,8,11,12,4,489,447.5900
2017,8,11,13,4,613,622.5700
2017,8,11,14,4,559,599.2100
2017,8,11,15,4,441,444.1500
2017,8,11,16,4,562,469.8200
2017,8,11,17,4,312,183.8600
2017,8,12,2,5,2,7.2100
2017,8,12,3,5,1,2.5100
2017,8,12,6,5,3,6.1900
2017,8,12,7,5,30,77.3900
2017,8,12,8,5,401,522.7200
2017,8,12,9,5,803,876.6500
2017,8,12,10,5,681,744.8600
2017,8,12,11,5,625,413.1000
2017,8,14,5,0,1,2.5100
2017,8,14,6,0,3,6.8500
2017,8,14,7,0,55,124.5700
2017,8,14,8,0,400,520.7700
2017,8,14,9,0,641,628.2500
2017,8,14,10,0,639,555.8900
2017,8,14,11,0,585,479.9100
2017,8,14,12,0,465,386.3800
2017,8,14,13,0,593,579.1100
2017,8,14,14,0,559,574.9500
2017,8,14,15,0,538,527.0800
2017,8,14,16,0,520,414.7000
2017,8,14,17,0,319,178.3300
2017,8,15,6,1,3,5.5300
2017,8,15,7,1,48,113.5300
2017,8,15,8,1,106,173.0400
2017,8,15,9,1,351,327.4300
2017,8,15,10,1,183,190.2400
2017,8,15,11,1,450,349.4300
2017,8,15,12,1,516,471.8700
2017,8,15,13,1,540,631.5600
2017,8,15,14,1,605,624.6800
2017,8,15,15,1,598,583.7800
2017,8,15,16,1,613,493.6700
2017,8,15,17,1,335,201.0400
2017,8,16,5,2,1,0.6800
2017,8,16,6,2,6,20.6100
2017,8,16,7,2,54,148.3200
2017,8,16,8,2,330,405.0400
2017,8,16,9,2,488,514.9900
2017,8,16,10,2,416,386.8100
2017,8,16,11,2,470,458.9600
2017,8,16,12,2,481,437.2600
2017,8,16,13,2,687,766.4100
2017,8,16,14,2,555,604.2700
2017,8,16,15,2,411,376.7600
2017,8,16,16,2,318,233.9300
2017,8,16,17,2,195,114.7200
2017,8,17,5,3,1,6.7200
2017,8,17,6,3,3,10.8700
2017,8,17,7,3,38,94.9000
2017,8,17,8,3,274,277.5100
2017,8,17,9,3,147,235.6900
2017,8,17,10,3,209,267.6500
2017,8,17,11,3,482,419.2500
2017,8,17,12,3,482,418.4800
2017,8,17,13,3,645,731.6700
2017,8,17,14,3,645,692.0900
2017,8,17,15,3,596,552.6900
2017,8,17,16,3,493,403.6000
2017,8,17,17,3,487,266.6900
2017,8,17,23,3,1,2.3400
2017,8,18,6,4,5,8.8900
2017,8,18,7,4,55,170.3300
2017,8,18,8,4,352,456.7500
2017,8,18,9,4,705,704.5400
2017,8,18,10,4,424,440.6700
2017,8,18,11,4,590,535.7500
2017,8,18,12,4,535,502.7100
2017,8,18,13,4,822,958.3400
2017,8,18,14,4,769,839.6100
2017,8,18,15,4,692,624.6900
2017,8,18,16,4,695,540.1000
2017,8,18,17,4,499,290.7400
2017,8,19,6,5,5,19.2700
2017,8,19,7,5,43,140.2800
2017,8,19,8,5,317,367.8600
2017,8,19,9,5,634,636.6200
2017,8,19,10,5,749,704.8700
2017,8,19,11,5,589,360.9500
2017,8,21,5,0,2,1.7000
2017,8,21,6,0,7,15.0900
2017,8,21,7,0,51,103.0200
2017,8,21,8,0,358,408.7700
2017,8,21,9,0,577,542.6900
2017,8,21,10,0,620,574.3100
2017,8,21,11,0,568,487.9000
2017,8,21,12,0,487,426.7600
2017,8,21,13,0,800,868.1400
2017,8,21,14,0,729,766.7800
2017,8,21,15,0,699,604.8400
2017,8,21,16,0,594,455.1400
2017,8,21,17,0,498,281.4600
2017,8,22,4,1,1,2.6800
2017,8,22,6,1,6,12.1100
2017,8,22,7,1,62,166.4100
2017,8,22,8,1,342,430.4500
2017,8,22,9,1,611,575.2600
2017,8,22,10,1,661,577.8000
2017,8,22,11,1,560,494.7700
2017,8,22,12,1,425,367.9800
2017,8,22,13,1,704,742.5600
2017,8,22,14,1,705,709.8000
2017,8,22,15,1,661,614.7500
2017,8,22,16,1,568,462.0000
2017,8,22,17,1,481,271.0100
2017,8,23,3,2,1,6.2100
2017,8,23,4,2,1,10.4600
2017,8,23,5,2,4,18.4700
2017,8,23,6,2,7,29.0000
2017,8,23,7,2,55,135.9800
2017,8,23,8,2,336,465.7700
2017,8,23,9,2,564,555.7400
2017,8,23,10,2,658,579.4400
2017,8,23,11,2,495,435.8400
2017,8,23,12,2,409,383.4700
2017,8,23,13,2,682,796.0600
2017,8,23,14,2,726,726.4100
2017,8,23,15,2,640,614.2200
2017,8,23,16,2,628,505.2300
2017,8,23,17,2,455,249.7300
2017,8,24,5,3,2,4.2200
2017,8,24,6,3,5,15.8900
2017,8,24,7,3,56,112.7100
2017,8,24,8,3,373,511.3400
2017,8,24,9,3,613,589.1100
2017,8,24,10,3,576,491.2100
2017,8,24,11,3,530,447.4700
2017,8,24,12,3,435,444.2900
2017,8,24,13,3,644,681.7700
2017,8,24,14,3,663,641.0000
2017,8,24,15,3,654,610.6500
2017,8,24,16,3,600,490.5000
2017,8,24,17,3,501,274.7200
2017,8,25,5,4,2,5.5000
2017,8,25,6,4,7,26.2500
2017,8,25,7,4,60,115.6800
2017,8,25,8,4,404,485.9000
2017,8,25,9,4,681,666.5400
2017,8,25,10,4,655,583.9500
2017,8,25,11,4,567,483.9400
2017,8,25,12,4,446,382.6700
2017,8,25,13,4,665,724.2100
2017,8,25,14,4,736,785.2500
2017,8,25,15,4,687,579.3100
2017,8,25,16,4,639,533.6400
2017,8,25,17,4,485,282.5800
2017,8,26,4,5,1,2.8500
2017,8,26,6,5,1,3.6800
2017,8,26,7,5,36,108.3000
2017,8,26,8,5,376,488.0100
2017,8,26,9,5,632,664.2600
2017,8,26,10,5,683,651.1000
2017,8,26,11,5,569,351.3300
2017,8,28,5,0,1,6.8900
2017,8,28,6,0,5,11.4700
2017,8,28,7,0,49,112.0500
2017,8,28,8,0,403,472.2400
2017,8,28,9,0,606,538.9200
2017,8,28,10,0,510,491.1100
2017,8,28,11,0,530,429.0200
2017,8,28,12,0,404,344.2200
2017,8,28,13,0,712,748.9600
2017,8,28,14,0,733,723.6600
2017,8,28,15,0,645,564.5700
2017,8,28,16,0,591,478.8800
2017,8,28,17,0,508,287.6900
2017,8,29,4,1,1,0.6800
2017,8,29,5,1,2,8.3800
2017,8,29,6,1,5,13.1300
2017,8,29,7,1,57,133.6300
2017,8,29,8,1,402,530.0000
2017,8,29,9,1,652,627.7000
2017,8,29,10,1,637,578.2800
2017,8,29,11,1,558,451.3300
2017,8,29,12,1,455,468.4400
2017,8,29,13,1,627,718.4600
2017,8,29,14,1,750,703.3700
2017,8,29,15,1,706,739.3100
2017,8,29,16,1,623,488.6300
2017,8,29,17,1,465,264.8600
2017,8,30,5,2,1,6.2100
2017,8,30,6,2,2,9.0200
2017,8,30,7,2,62,118.6200
2017,8,30,8,2,410,516.8300
2017,8,30,9,2,622,665.4900
2017,8,30,10,2,634,546.6100
2017,8,30,11,2,545,443.2800
2017,8,30,12,2,403,376.1900
2017,8,30,13,2,618,621.3800
2017,8,30,14,2,651,673.2600
2017,8,30,15,2,628,574.4100
2017,8,30,16,2,646,508.2800
2017,8,30,17,2,500,294.7800
2017,8,31,5,3,1,2.6800
2017,8,31,6,3,4,7.2800
2017,8,31,7,3,43,95.8700
2017,8,31,8,3,392,489.5500
2017,8,31,9,3,606,600.2800
2017,8,31,10,3,675,575.0500
2017,8,31,11,3,576,494.4400
2017,8,31,12,3,416,385.9400
2017,8,31,13,3,704,759.0500
2017,8,31,14,3,736,697.4900
2017,8,31,15,3,658,601.5500
2017,8,31,16,3,618,517.4800
2017,8,31,17,3,479,259.7400
2017,9,1,5,4,1,9.7400
2017,9,1,6,4,10,28.4500
2017,9,1,7,4,61,138.5300
2017,9,1,8,4,451,530.2600
2017,9,1,9,4,724,741.4500
2017,9,1,10,4,640,558.4800
2017,9,1,11,4,642,551.5200
2017,9,1,12,4,479,442.6500
2017,9,1,13,4,696,727.3500
2017,9,1,14,4,720,716.3600
2017,9,1,15,4,701,640.2300
2017,9,1,16,4,703,593.2100
2017,9,1,17,4,583,336.5100
2017,9,2,3,5,1,0.1700
2017,9,2,6,5,10,38.3000
2017,9,2,7,5,45,122.7400
2017,9,2,8,5,451,623.0900
2017,9,2,9,5,723,736.0400
2017,9,2,10,5,782,756.9200
2017,9,2,11,5,656,436.3400
2017,9,4,6,0,6,12.3500
2017,9,4,7,0,70,166.6100
2017,9,4,8,0,454,573.6600
2017,9,4,9,0,675,687.3900
2017,9,4,10,0,627,614.4200
2017,9,4,11,0,612,497.5400
2017,9,4,12,0,506,458.6700
2017,9,4,13,0,780,800.6900
2017,9,4,14,0,761,815.4600
2017,9,4,15,0,746,691.9900
2017,9,4,16,0,732,586.9200
2017,9,4,17,0,574,328.1100
2017,9,5,6,1,6,16.7200
2017,9,5,7,1,59,133.6700
2017,9,5,8,1,460,570.1700
2017,9,5,9,1,555,645.9700
2017,9,5,10,1,529,557.8400
2017,9,5,11,1,607,494.5800
2017,9,5,12,1,528,522.8500
2017,9,5,13,1,719,773.5600
2017,9,5,14,1,829,883.7200
2017,9,5,15,1,705,661.6500
2017,9,5,16,1,706,559.2900
2017,9,5,17,1,559,313.0900
2017,9,6,6,2,7,14.8200
2017,9,6,7,2,50,106.5400
2017,9,6,8,2,496,631.7300
2017,9,6,9,2,686,799.3400
2017,9,6,10,2,474,524.7700
2017,9,6,11,2,550,502.6200
2017,9,6,12,2,558,539.1000
2017,9,6,13,2,740,827.9100
2017,9,6,14,2,783,816.0500
2017,9,6,15,2,761,708.3800
2017,9,6,16,2,738,588.3000
2017,9,6,17,2,641,356.0400
2017,9,8,6,4,2,6.8700
2017,9,8,7,4,47,105.4900
2017,9,8,8,4,449,591.9700
2017,9,8,9,4,776,859.4800
2017,9,8,10,4,732,771.8300
2017,9,8,11,4,677,670.4200
2017,9,8,12,4,564,548.1300
2017,9,8,13,4,745,846.6000
2017,9,8,14,4,751,851.8700
2017,9,8,15,4,704,714.9700
2017,9,8,16,4,697,628.6200
2017,9,8,17,4,547,321.7800
2017,9,9,5,5,1,4.1700
2017,9,9,6,5,8,22.4900
2017,9,9,7,5,33,88.8300
2017,9,9,8,5,429,532.4100
2017,9,9,9,5,772,768.8700
2017,9,9,10,5,724,686.2000
2017,9,9,11,5,567,356.1900
2017,9,11,6,0,6,8.4000
2017,9,11,7,0,54,131.8400
2017,9,11,8,0,494,496.8300
2017,9,11,9,0,756,748.8100
2017,9,11,10,0,673,657.1800
2017,9,11,11,0,640,577.7900
2017,9,11,12,0,511,487.5900
2017,9,11,13,0,762,884.4100
2017,9,11,14,0,549,608.6500
2017,9,11,15,0,625,582.0800
2017,9,11,16,0,780,598.0700
2017,9,11,17,0,644,354.8200
2017,9,12,2,1,1,0.3400
2017,9,12,6,1,6,12.9100
2017,9,12,7,1,54,105.4700
2017,9,12,8,1,435,470.2000
2017,9,12,9,1,499,519.9300
2017,9,12,10,1,447,460.4000
2017,9,12,11,1,590,504.8900
2017,9,12,12,1,465,430.3400
2017,9,12,13,1,745,822.9100
2017,9,12,14,1,778,817.8300
2017,9,12,15,1,650,614.4400
2017,9,12,16,1,661,520.2200
2017,9,12,17,1,524,270.5700
2017,9,13,6,2,8,21.3000
2017,9,13,7,2,56,145.8000
2017,9,13,8,2,447,608.0600
2017,9,13,9,2,663,658.8300
2017,9,13,10,2,661,585.3400
2017,9,13,11,2,552,460.1700
2017,9,13,12,2,419,354.7200
2017,9,13,13,2,697,717.0900
2017,9,13,14,2,663,597.5700
2017,9,13,15,2,327,218.7200
2017,9,13,16,2,35,27.9100
2017,9,13,17,2,2,1.0200
2017,9,14,0,3,1,1.6800
2017,9,14,6,3,8,20.9300
2017,9,14,7,3,63,177.8900
2017,9,14,8,3,400,530.2200
2017,9,14,9,3,461,525.4700
